ADRESA;MESTO;x;y;FIRMA;NAZEV;SUMVYMERU;SUMOBZSJ01;COUNT
elátovská, Pøerov;Pøerov;17.471009599999999;49.450321099999996;AHOLD Czech Republic, a. s.;;6084.2672000000002000;13905;26
Schnirchova 1447/15, Praha 7;Praha;14.434872600000000;50.102699000000008;AHOLD Czech Republic, a. s.;;323.5909000000000300;13874;7
Obchodní 113, Èestlice;Èestlice;14.576599300000000;50.002220199999996;Billa, s.r.o.;;1296.5052000000001000;1481;12
Makovského námìstí 2574/1, Brno;Brno;16.576440800000000;49.218530299999998;Billa, s.r.o.;;218.5450000000000200;3408;3
Domalická 909, Klatovy;Klatovy;13.285826300000000;49.392897499999997;Tesco Stores ÈR, a.s.;Hypermarket Tesco Klatovy;8372.0419999999995000;5507;32
Tupolevova 722, Praha;Praha;14.501261000000000;50.133723900000000;Lidl Èeská republika, v.o.s.;;119.9430000000000100;0;2
Bohosudovská 1882, Teplice;Teplice;13.847306400000001;50.655926500000007;Kaufland Èeská republika, v.o.s.;OD Kaufland Teplice;383.7668000000000500;12835;5
elivského 5050/2, Jablonec nad Nisou;Jablonec nad Nisou;15.160932100000000;50.735727099999998;AHOLD Czech Republic, a. s.;;64.1548999999999980;336;1
Háj 358, Kralice na Hané;Kralice na Hané;17.144081499999999;49.490905200000000;Billa, s.r.o.;;7979.9634999999998000;14147;20
Zábìlská 1350/60a, Plzeò;Plzeò;13.426272300000001;49.758624099999999;Penny Market, s.r.o.;;2614.1970000000001000;2451;11
Bìlohradská 3855, Havlíèkùv Brod;Havlíèkùv Brod;15.585941699999999;49.601500399999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Havlíèkùv Brod;2691.7395999999999000;5003;12
Masarykova 2051, Havlíèkùv Brod;Havlíèkùv Brod;15.575095299999999;49.605183300000000;Billa, s.r.o.;;6601.7801999999992000;11782;27
Letná 641/59, Liberec;Liberec;15.041215299999999;50.781198799999999;Lidl Èeská republika, v.o.s.;;143.5564000000000000;2237;1
Podpìrova 518/6, Brno;Brno;16.584067699999999;49.238498700000001;Billa, s.r.o.;;202.8702000000000100;3959;4
Lhotecká 2109/2d, Praha;Praha;14.430341600000000;50.015546099999987;Kaufland Èeská republika, v.o.s.;OD Kaufland Praha - Lhotecká;45.4063999999999980;5565;1
Bystrcká 1223/38a, Brno;Brno;16.536174400000000;49.225751000000002;Penny Market, s.r.o.;;988.9769999999999800;5198;9
eleznièáøská 1602/7, Ústí nad Labem;Ústí nad Labem;14.048189799999999;50.653607899999997;Penny Market, s.r.o.;Penny Market;2946.6408000000001000;8903;16
Švermova 362, Liberec;Liberec;15.034812600000000;50.761071200000004;Billa, s.r.o.;Supermarket BILLA;5215.6940999999997000;16847;33
Katovická 1303, Strakonice;Strakonice;13.892857100000001;49.263777200000000;Penny Market, s.r.o.;Penny Market;1629.5483000000002000;7020;8
Sobìslavská 3045, Tábor;Tábor;14.692425500000001;49.388034900000001;AHOLD Czech Republic, a. s.;;12496.7837999999970000;12859;30
Maškova 1798/2, Praha;Praha;14.451799899999999;50.133050500000003;Penny Market, s.r.o.;;984.6966999999999600;3853;10
Tø. Maršála Malinovského 1304, Uherské Hradištì;Uherské Hradištì;17.468435899999999;49.061548299999998;Tesco Stores ÈR, a.s.;Hypermarket Uherské Hradištì;128.7718000000000100;7738;4
Kotojedská 545/17, Kromìøí;Kromìøí;17.399431799999999;49.293869099999988;AHOLD Czech Republic, a. s.;;98.0572999999999980;4499;2
Opavská 6201/1A, Ostrava;Ostrava;18.187417799999999;49.828622499999987;AHOLD Czech Republic, a. s.;INTERSPAR Ostrava - Poruba (hypermarket);190.6360999999999700;15507;5
Doudlevecká 2834/67a, Plzeò;Plzeò;13.379023999999999;49.734407900000001;Lidl Èeská republika, v.o.s.;;109.4102000000000000;8426;4
Nádraní 681/2a, Brno;Brno;16.612558400000001;49.191678899999999;AHOLD Czech Republic, a. s.;;;;
Talichova 4312/39, Kromìøí;Kromìøí;17.395873699999999;49.286806299999988;Billa, s.r.o.;;1129.3706999999999000;3959;4
U Letištì 1074/2, Plzeò;Plzeò;13.343272799999999;49.728243300000003;Tesco Stores ÈR, a.s.;Hypermarket Tesco Plzeò Borská Pole;1920.5796000000000000;1175;6
nám. Republiky 656/8, Praha 1;Praha;14.427707399999999;50.089099699999998;AHOLD Czech Republic, a. s.;;67.4466999999999930;6143;2
Praská 2174, Pelhøimov;Pelhøimov;15.214668100000001;49.438202399999987;Lidl Èeská republika, v.o.s.;;1815.3571999999997000;7102;7
Mìsta Mayen 1496, Uherské Hradištì;Uherské Hradištì;17.474058500000002;49.071099199999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Uherské Hradištì;5752.7201000000005000;15176;16
Uhøínìveská 850, Prùhonice;Prùhonice;14.566085500000000;50.004404100000002;Lidl Èeská republika, v.o.s.;;831.1736000000000800;1905;6
Vráská 1507, Praha;Praha;14.365649200000000;49.985369100000000;Billa, s.r.o.;;141.2066000000000100;0;1
Adámkova tøída 1647, Hlinsko;Hlinsko;15.914113100000000;49.764207600000013;Lidl Èeská republika, v.o.s.;;8092.8937000000005000;7649;32
Velebudická 1352, Most;Most;13.653712499999999;50.488836700000000;AHOLD Czech Republic, a. s.;;83.1688000000000050;58;1
Na Øadech 2347/1, Blansko;Blansko;16.642965100000001;49.370474399999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Blansko;9473.5967999999993000;18023;25
Leopoldova 1683/23, Praha 4;Praha;14.507248499999999;50.037768499999999;AHOLD Czech Republic, a. s.;;116.4904000000000100;8818;3
Generála Svobody 603/75, Liberec;Liberec;15.050709100000001;50.784546100000000;Billa, s.r.o.;851;191.8677999999999900;4677;3
Sedláèkova 2557/4, Brno;Brno;16.667803400000000;49.201963900000003;Billa, s.r.o.;;;;
Masarykova 134, Nové Mìsto na Moravì;Nové Mìsto na Moravì;16.076501400000001;49.563496200000003;Penny Market, s.r.o.;Penny Market;2263.3998000000001000;5069;10
Akademika Bedrny 383/10a, Hradec Králové;Hradec Králové;15.832538599999999;50.218308000000000;Penny Market, s.r.o.;Penny Market;884.8096000000000500;5277;9
Plzeòská 2572/2, Rakovník;Rakovník;13.724335699999999;50.092318300000002;AHOLD Czech Republic, a. s.;;19110.9480999999980000;7334;43
Plumlovská 4210/104, Prostìjov;Prostìjov;17.091214900000001;49.473049400000001;Billa, s.r.o.;;12044.2126000000010000;10752;30
Tylova 2853/1, Ostrava Zábøeh;Ostrava Zábøeh;18.242851200000000;49.801223200000003;AHOLD Czech Republic, a. s.;;153.7917999999999900;8847;4
Øetìzová 1368/15, Dìèín;Dìèín;14.211160000000000;50.780945899999999;Billa, s.r.o.;;2084.8306000000002000;5930;8
Fráni Šrámka 1512/1, Hradec Králové;Hradec Králové;15.816516200000001;50.206773400000003;AHOLD Czech Republic, a. s.;;291.9251999999999600;10004;6
Štìpnická 1156, Uherské Hradištì;Uherské Hradištì;17.449265000000000;49.066409499999999;AHOLD Czech Republic, a. s.;;4921.4169000000002000;14264;12
Lochmanova 1440, Ústí nad Orlicí;Ústí nad Orlicí;16.396206299999999;49.976604500000008;AHOLD Czech Republic, a. s.;;8298.5158000000010000;8989;26
Siemensova 2716/2, Praha;Praha;14.305972199999999;50.048035599999999;Billa, s.r.o.;;323.7461000000000100;6059;7
Vıstupní 3422/2a, Ústí nad Labem;Ústí nad Labem;14.048075200000000;50.673393200000000;Lidl Èeská republika, v.o.s.;;382.9167999999999700;15401;8
Ostravská 2030/77, Èeskı Tìšín;Èeskı Tìšín;18.607587400000000;49.746555600000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Èeskı Tìšín;8144.1738999999989000;15912;28
Leonovova 2015/2, Karviná;Karviná;18.553714599999999;49.863310599999998;Kaufland Èeská republika, v.o.s.;OD Kaufland Karviná;2228.7761999999993000;28498;11
Poštovní 2891/11, Jablonec nad Nisou;Jablonec nad Nisou;15.166168799999999;50.723846299999998;Billa, s.r.o.;;346.2851000000000000;9103;7
1. èeskoslovenského armádního sboru 1333, Ostrava Poruba;Ostrava;18.183178999999999;49.836731600000007;AHOLD Czech Republic, a. s.;;338.9147999999999600;13543;7
Molákova 578/614, Praha 8;Praha;14.464384300000001;50.094844899999998;AHOLD Czech Republic, a. s.;;141.4447000000000100;7145;3
Kpt. Nálepky 2397, Tábor;Tábor;14.650591100000000;49.420252800000000;Billa, s.r.o.;;5576.8057000000008000;6863;22
Václavské nám. 812/59, Praha 1;Praha;14.430153900000001;50.079878500000000;AHOLD Czech Republic, a. s.;;35.4191000000000000;5878;5
Sjízdná 5554/2a, Ostrava;Ostrava;18.201516699999999;49.828008599999997;Tesco Stores ÈR, a.s.;Hypermarket Tesco;793.7359999999999900;1859;7
Kolínská 1701/30, Nymburk;Nymburk;15.044838700000000;50.178362100000001;Lidl Èeská republika, v.o.s.;;123.7373999999999900;2245;2
Bìlehradská 628, Pardubice;Pardubice;15.761246500000000;50.047571200000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Pardubice;305.8027000000000200;18124;9
Dìèínská 3270, Èeská Lípa;Èeská Lípa;14.524838200000000;50.687586000000003;AHOLD Czech Republic, a. s.;;13262.7606000000010000;11261;41
Budìjovická 162, Èeskı Krumlov;Èeskı Krumlov;14.334081800000000;48.824108299999999;Penny Market, s.r.o.;;;;
Brnìnská 818, Jevíèko;Jevíèko;16.711600000000001;49.629416900000002;Penny Market, s.r.o.;Penny Market;34064.2522000000100000;22976;77
Pálavské námìstí 4102/1, Brno - Vinohrady;Brno;16.661032200000001;49.206379400000003;AHOLD Czech Republic, a. s.;;249.7967999999999900;14280;2
Hnìzdenská 658/8, Praha;Praha;14.422046900000000;50.126318699999999;Penny Market, s.r.o.;;89.7956000000000070;4733;2
Novodvorská 994/138, Praha;Praha;14.430769000000000;50.027621900000000;Tesco Stores ÈR, a.s.;Hypermarket Tesco Novo Plaza;74.9214000000000060;3890;4
Krumlovská 1103, Prachatice;Prachatice;14.007370800000000;49.004376999999998;Kaufland Èeská republika, v.o.s.;Kaufland Prachatice;51324.6360999999960000;6840;72
Sokolská tøída 3210/93, Ostrava;Ostrava;18.286145500000000;49.845978400000000;Penny Market, s.r.o.;;320.9896000000000000;8782;7
Mlınská, Tišnov;Tišnov;16.421039600000000;49.348289600000001;Tesco Stores ÈR, a.s.;Hypermarket Tesco Tišnov;18579.1712999999950000;14414;56
Vídeòská 281/77, Brno;Brno;16.596173199999999;49.178860499999999;Lidl Èeská republika, v.o.s.;;73.7887000000000060;3729;2
Brnìnská 1825/23a, Hradec Králové;Hradec Králové;15.848938499999999;50.197012200000003;Tesco Stores ÈR, a.s.;Hypermarket Tesco Hradec Králové Futurum;86.4269000000000030;6325;3
Hlavatého 664/13, Praha;Praha;14.534595899999999;50.030278199999998;Penny Market, s.r.o.;Penny Market;412.7957000000000100;4257;5
Mladoboleslavská 3750, Mìlník;Mìlník;14.494052500000000;50.345183700000000;Penny Market, s.r.o.;Penny Market;10242.0621999999980000;7743;28
U Knihovny 1174, Jindøichùv Hradec;Jindøichùv Hradec;15.010577100000001;49.151127600000002;Lidl Èeská republika, v.o.s.;;12171.3500000000020000;10440;29
tø. 17. listopadu 883/2a, Karviná;Karviná;18.553287399999999;49.846020600000003;Tesco Stores ÈR, a.s.;Hypermarket Karviná;114.2407000000000000;7842;3
Prusíkova 2577, Praha 5;Praha;14.338279399999999;50.036085800000002;AHOLD Czech Republic, a. s.;;668.0023999999999700;209;7
Americká 336/44, Františkovy Láznì;Františkovy Láznì;12.346853599999999;50.127421599999998;Lidl Èeská republika, v.o.s.;;15933.8786000000000000;11381;54
Dìlnická, Praha;Praha;14.449948200000000;50.103251800000002;Billa, s.r.o.;Argentinská;59.5904999999999990;5228;2
Mariánská 1000/14, Praha 4;Praha;14.417254700000001;50.086658700000001;AHOLD Czech Republic, a. s.;;136.5033000000000000;9702;4
Seifertova 574, Ústí nad Labem;Ústí nad Labem;14.109425699999999;50.675931299999988;Tesco Stores ÈR, a.s.;Supermarket Tesco Ústí nad Labem;8140.7734999999984000;12369;38
Vrchlického 830/41, Liberec;Liberec;15.060287799999999;50.784318300000002;Tesco Stores ÈR, a.s.;Supermarket Tesco Liberec;3956.7222999999999000;12073;10
Kafkova 1223/8, Olomouc;Olomouc;17.228168000000000;49.575370399999997;Tesco Stores ÈR, a.s.;Hypermarket Tesco Olomouc Haná;4713.1148999999996000;8481;12
Slezská 3505, Frıdek-Místek;Frıdek-Místek;18.361624400000000;49.677756400000000;Tesco Stores ÈR, a.s.;Supermarket Frıdek-Místek;171.8743000000000100;906;2
Vítìzná 2886/6, Šumperk;Šumperk;16.975231600000001;49.974151300000003;Kaufland Èeská republika, v.o.s.;OD Kaufland Šumperk;1769.8503000000001000;7730;12
Na Hranièkách 589/34, Vyškov;Vyškov;16.987802800000001;49.279757400000001;AHOLD Czech Republic, a. s.;;19592.6572000000010000;15284;37
Bìlehradská 350/50, Praha;Praha;14.432819400000000;50.068791200000000;Billa, s.r.o.;;76.2650000000000010;8223;7
Koneèná 4010/4, Hodonín;Hodonín;17.138204000000002;48.856936200000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Hodonín;3613.1186000000007000;14063;13
námìstí Míru 192/95, Svitavy;Svitavy;16.466332099999999;49.756185899999998;AHOLD Czech Republic, a. s.;;3734.3347000000003000;7458;14
Stará Kysibelská 642/73, Karlovy Vary;Karlovy Vary;12.897512900000001;50.236726300000001;Penny Market, s.r.o.;;1902.4251000000002000;4145;16
Kpt. Jaroše 2392/92, Tábor;Tábor;14.648840699999999;49.419298800000000;AHOLD Czech Republic, a. s.;;15189.9927000000030000;8999;53
Novodvorská 434/149, Praha 4;Praha;14.434952400000000;50.024583700000001;AHOLD Czech Republic, a. s.;;81.4955999999999960;4812;4
9. kvìtna 1197, Bohumín;Bohumín;18.350420199999999;49.899254700000000;Kaufland Èeská republika, v.o.s.;OD Kaufland Bohumín;1168.4087999999999000;6571;8
Bìlohorská 161, Brno;Brno;16.661348000000000;49.190182900000003;Tesco Stores ÈR, a.s.;Supermarket Tesco Brno Juliánov;460.5164000000000900;6783;5
Mendlovo námìstí 686/15a, Brno;Brno;16.593481900000000;49.189541200000001;AHOLD Czech Republic, a. s.;;284.0660999999999500;8140;9
Mohylová 1139/55, Plzeò;Plzeò;13.418694400000000;49.754678100000000;Tesco Stores ÈR, a.s.;Supermarket Tesco Plzeò;432.9212999999999700;15520;7
Slánská 1699/1a, Praha;Praha;14.311147500000001;50.074314200000003;Lidl Èeská republika, v.o.s.;;149.0050000000000000;2295;4
Hráského 2231/25, Praha;Praha;14.490767099999999;50.028855399999998;Billa, s.r.o.;;;;
Plaská 1265/7, Plzeò;Plzeò;13.380789399999999;49.778458499999999;Billa, s.r.o.;;1275.7357000000000000;12629;3
Sukova 2895/23, Plzeò;Plzeò;13.362388700000000;49.728078500000002;Kaufland Èeská republika, v.o.s.;OD Kaufland Plzeò II.;1377.4981000000000000;7006;5
Fr. Køiíka 505, Tábor;Tábor;14.664523700000000;49.413058100000001;Billa, s.r.o.;;655.2871999999999800;4330;4
Ludvíka Podéštì 1969/23, Ostrava Poruba;Ostrava;18.156578000000000;49.844400099999987;AHOLD Czech Republic, a. s.;;5831.9774000000016000;22564;16
Rudná 2973/2, Ostrava;Ostrava;18.273147000000002;49.808313899999987;Penny Market, s.r.o.;Penny Market;790.0923999999998800;7123;14
Palachova 1404, Liberec;Liberec;15.060047200000000;50.768812199999999;Billa, s.r.o.;;86.7348000000000070;5624;2
Štemberkova, Rychnov nad Knìnou;Rychnov nad Knìnou;16.278850700000000;50.155121800000003;Kaufland Èeská republika, v.o.s.;Kaufland Rychnov nad Knìnou;4242.1541999999999000;6401;10
Dìèínská 246, Benešov nad Plouènicí;Benešov nad Plouènicí;14.295157800000000;50.741430999999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Benešov nad Plouènicí;20414.8172999999990000;10409;69
Teplická 345, Dìèín;Dìèín;14.152625900000000;50.781237099999998;Tesco Stores ÈR, a.s.;Supermarket Tesco Dìèín - Bynov;6684.5052000000014000;10570;22
Choceradská 3214/44, Praha;Praha;14.493250300000000;50.048164499999999;Penny Market, s.r.o.;;171.4276999999999900;1720;2
Temenická 2860/42, Šumperk;Šumperk;16.965118300000000;49.969627600000003;AHOLD Czech Republic, a. s.;;4044.9257999999995000;12943;18
Lodská 831/30, Praha;Praha;14.429244400000000;50.132116099999998;Lidl Èeská republika, v.o.s.;;46.2293999999999980;716;1
Nádraní 2558, Písek;Písek;14.145232200000001;49.299000199999988;Lidl Èeská republika, v.o.s.;;83.1269000000000060;2992;3
Letenské nám. 38/7, Praha;Praha;14.423797799999999;50.100248999999998;Billa, s.r.o.;;210.1444999999999900;12604;5
Štìpánská 192, Vsetín;Vsetín;17.987669100000002;49.335576199999998;Penny Market, s.r.o.;;11005.8832000000000000;21780;24
Na Ohradì 2, Strakonice;Strakonice;13.907956499999999;49.258937900000006;Billa, s.r.o.;;396.3017999999999600;9495;5
Olbrachtova 1946/64, Praha;Praha;14.449013600000001;50.044613599999998;Lidl Èeská republika, v.o.s.;;8.7212999999999994;236;1
Nádraní 42, Adamov;Adamov;16.650468199999999;49.300977799999998;AHOLD Czech Republic, a. s.;;4930.4027999999998000;8152;12
Srbická 464, Teplice;Teplice;13.863714600000000;50.661042799999997;AHOLD Czech Republic, a. s.;;3009.9055000000008000;4984;20
U prùhonu 800/13, Praha 7;Praha;14.451124300000000;50.105235800000003;AHOLD Czech Republic, a. s.;;43.3080000000000000;3910;2
Brnìnská 1144/28, ïár nad Sázavou;ïár nad Sázavou;15.949862500000000;49.556261499999998;Penny Market, s.r.o.;;8553.2256999999991000;5862;20
Archeologická 2256/1, Praha;Praha;14.331559199999999;50.044063999999999;Billa, s.r.o.;Luiny;52.7922000000000010;6847;1
Na Sádkách 1444, Èeské Budìjovice;Èeské Budìjovice;14.462733200000001;48.973751499999999;Kaufland Èeská republika, v.o.s.;OD Kaufland Èeské Budìjovice;487.2910999999999700;1108;3
Velehradská 451/4b, Kromìøí;Kromìøí;17.390396599999999;49.292231399999999;Lidl Èeská republika, v.o.s.;;94.3442000000000010;14;1
Zeyerova 1932/11, Bruntál;Bruntál;17.454856500000002;49.987994299999997;Lidl Èeská republika, v.o.s.;;6569.5589000000000000;2076;6
Malešická 2799/22b, Praha;Praha;14.487408600000000;50.086515899999988;Penny Market, s.r.o.;Penny Market;193.3955000000000000;8147;8
Bílinská 3490/6, Ústí nad Labem;Ústí nad Labem;14.041087200000000;50.658665599999999;Billa, s.r.o.;;87.3808999999999970;1861;3
Pod Harfou 938/933, Praha 9 - Vysoèany;Praha;14.509821100000000;50.103783300000003;AHOLD Czech Republic, a. s.;;77.8439000000000050;44;1
Sbìrná 654, Kutná Hora;Kutná Hora;15.275631600000001;49.958004199999998;Penny Market, s.r.o.;;721.4099000000001100;11200;7
Na Rybníèku 874/1, Liberec;Liberec;15.051201700000000;50.765507700000001;Billa, s.r.o.;;112.2384000000000100;3858;4
Italská 50, Kladno;Kladno;14.116645100000000;50.131156099999998;Kaufland Èeská republika, v.o.s.;OD Kaufland Kladno;43.9150999999999950;7643;2
Luenská 2725/II, Rakovník;Rakovník;13.735760300000001;50.110645299999987;Tesco Stores ÈR, a.s.;Hypermarket Tesco Rakovník;8001.6320000000005000;5438;13
Sadová 1364/3, Jeseník;Jeseník;17.206845399999999;50.226659099999999;Penny Market, s.r.o.;;5779.9616999999998000;4300;10
Jetøichova 2462, Hostivice;Hostivice;14.233434500000000;50.083988400000003;Penny Market, s.r.o.;Penny Market;3531.3729000000003000;3538;7
Brandlova 1599, Praha 4;Praha;14.514995600000001;50.032346799999999;AHOLD Czech Republic, a. s.;;36.7723999999999980;4892;1
Strojírenská 2244/34, ïár nad Sázavou;ïár nad Sázavou;15.934985500000000;49.557545699999999;AHOLD Czech Republic, a. s.;;7178.4140999999991000;3857;15
Americká 749, Kladno;Kladno;14.122621600000000;50.126070200000001;Penny Market, s.r.o.;;2167.4727000000003000;8649;10
Bubeníèkova 4405/1, Brno;Brno;16.636952600000001;49.202982300000002;Kaufland Èeská republika, v.o.s.;OD Kaufland Brno-idenice;75.5867999999999970;1962;3
námìstí Svobody, Teplice;Teplice;13.823539300000000;50.640678999999999;AHOLD Czech Republic, a. s.;;;;
Americká 2777, Kladno;Kladno;14.118966000000000;50.126185200000002;Tesco Stores ÈR, a.s.;Hypermarket Kladno;2459.0419000000002000;2096;11
irovnická 3160/8, Praha;Praha;14.492568500000001;50.058209899999987;Penny Market, s.r.o.;Penny Market;123.8987999999999900;3352;2
Horymírova 3450, Frıdek-Místek;Frıdek-Místek;18.362855199999998;49.684112200000001;Lidl Èeská republika, v.o.s.;;1413.2073999999998000;13348;8
Svitavská 1146/16, Blansko;Blansko;16.641021299999998;49.328563799999998;Billa, s.r.o.;;2656.7545999999998000;1325;4
Chebská 897/30, Kynšperk nad Ohøí;Kynšperk nad Ohøí;12.531150900000000;50.113219800000003;Penny Market, s.r.o.;;20634.0330999999970000;9179;56
Krumlovská 9, Prachatice;Prachatice;14.001008000000001;49.010384799999997;Lidl Èeská republika, v.o.s.;;18333.4767000000030000;8813;48
Purkyòova 3111, Èeská Lípa;Èeská Lípa;14.543511000000001;50.693158099999998;Lidl Èeská republika, v.o.s.;;;;
Na Mùstku 16, Praha 1;Praha;14.423519199999999;50.084179300000002;AHOLD Czech Republic, a. s.;;;;
Romana Havelky 4857/3, Jihlava;Jihlava;15.579963800000000;49.407910100000002;AHOLD Czech Republic, a. s.;;73.6735999999999930;470;1
Plzeòská 1031, Rokycany;Rokycany;13.592892600000001;49.738097199999999;Lidl Èeská republika, v.o.s.;;2616.5326999999997000;4521;7
Václavské nám. 21/831, Praha 1;Praha;14.426620200000000;50.082505200000000;AHOLD Czech Republic, a. s.;;;;
Víta Nejedlého 1063, Hradec Králové;Hradec Králové;15.852675700000001;50.212207799999987;AHOLD Czech Republic, a. s.;;108.8045000000000000;956;3
Kolínská 2507, Nymburk;Nymburk;15.044389300000001;50.177365500000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Nymburk;793.6748999999999800;658;2
Zámecká 186, Doksy;Doksy;14.649668500000001;50.564757399999998;Lidl Èeská republika, v.o.s.;;22834.1267000000040000;6864;58
námìstí Václava Vacka 6043/23, Ostrava Pustkovec;Ostrava Pustkovec;18.169288300000002;49.843953599999999;AHOLD Czech Republic, a. s.;;738.8433000000000000;1434;5
Podkrušnohorská, Litvínov;Litvínov;13.598896800000000;50.599383699999997;Tesco Stores ÈR, a.s.;Hypermarket Tesco Litvínov;9491.6740000000009000;16351;30
Mazurská 488, Praha 8;Praha;14.414486000000000;50.127317599999998;AHOLD Czech Republic, a. s.;;254.9408000000000000;5023;3
Polièská 1561, Hlinsko;Hlinsko;15.918564600000000;49.768038500000003;Billa, s.r.o.;;9504.5144000000018000;6815;36
Suvorovova 2071/154, Novı Jièín;Novı Jièín;18.032172599999999;49.606795899999987;AHOLD Czech Republic, a. s.;;5302.3761999999997000;8937;10
Ruská 1919/7, Bruntál;Bruntál;17.462334500000001;49.987073799999997;Billa, s.r.o.;;74.5167000000000000;4193;3
Dlouhá 576/1, Brno;Brno;16.581896700000001;49.169898099999997;AHOLD Czech Republic, a. s.;;762.1984999999999700;12466;4
Okruní 4967/15, Jihlava;Jihlava;15.606272900000000;49.401724299999998;Lidl Èeská republika, v.o.s.;;5187.1003000000001000;14392;17
Na Dolech 5331/107, Jihlava;Jihlava;15.567882500000000;49.409003400000003;Penny Market, s.r.o.;Penny Market;11381.2858000000000000;10331;35
Modletice 67, Modletice;Modletice;14.605530900000000;49.976886699999987;Billa, s.r.o.;;3014.9099999999994000;1176;21
J. Boreckého 1590, Èeské Budìjovice;Èeské Budìjovice;14.458625400000001;48.986350899999998;Tesco Stores ÈR, a.s.;Hypermarket Tesco Èeské Budìjovice;;;
Vratislavická 1098/22, Liberec;Liberec;15.070743800000001;50.747757000000000;Lidl Èeská republika, v.o.s.;;1301.0194000000001000;5667;6
Domalická 884, Klatovy;Klatovy;13.286578000000000;49.395020600000002;Lidl Èeská republika, v.o.s.;;8.3640000000000008;15;1
Dvoøákova 4115/6, Hodonín;Hodonín;17.118103600000001;48.853263800000001;Kaufland Èeská republika, v.o.s.;OD Kaufland Hodonín II.;11682.7801000000000000;22177;14
Vosátkova 285/1, Praha;Praha;14.437226200000000;50.015000999999998;Billa, s.r.o.;;48.5302999999999970;0;2
Moravská 725, Chropynì;Chropynì;17.364023000000000;49.365075300000001;AHOLD Czech Republic, a. s.;;6381.1214000000000000;9251;15
Všeboøická 389, Ústí nad Labem;Ústí nad Labem;13.994720299999999;50.684510099999997;Kaufland Èeská republika, v.o.s.;Kaufland Ústí nad Labem II.;1581.6606000000002000;3651;7
Jugoslávská 3139/30, Ostrava;Ostrava;18.243818000000001;49.804046100000001;Lidl Èeská republika, v.o.s.;;359.8173999999999600;15134;9
Nádraní 681/2, Brno;Brno;16.612708699999999;49.191761100000001;AHOLD Czech Republic, a. s.;;38.2824000000000030;2211;1
Horní 283/87, Ostrava;Ostrava;18.248044000000000;49.770299399999999;AHOLD Czech Republic, a. s.;;2913.0209000000004000;10438;8
námìstí Míru 174, Zlín;Zlín;17.668153400000001;49.226557999999997;Billa, s.r.o.;;518.4722999999999000;5253;4
Karlovo námìstí 1999, Náchod;Náchod;16.164746500000000;50.417919099999999;Billa, s.r.o.;;985.4228999999999100;3666;6
Pekárenská 1212/4, Èeské Budìjovice;Èeské Budìjovice;14.474779600000000;48.983392199999997;AHOLD Czech Republic, a. s.;;63.0250000000000060;6310;2
Bohumínská 1935, Rychvald;Rychvald;18.373843699999998;49.867865399999999;Penny Market, s.r.o.;;1545.8054999999999000;5132;4
Arkalycká 757/6, Praha 4;Praha;14.529204300000000;50.031691599999988;AHOLD Czech Republic, a. s.;;100.9593000000000100;13555;2
Èsl. armády 906, Trutnov;Trutnov;15.907119900000000;50.563973300000001;Billa, s.r.o.;;2035.9949999999999000;7820;9
Karla Steinera 910/7, Plzeò;Plzeò;13.329046800000000;49.743563700000003;AHOLD Czech Republic, a. s.;;254.9356000000000200;10954;4
Boøkovská 574, Semily;Semily;15.327185099999999;50.598759999999999;Tesco Stores ÈR, a.s.;Supermarket Tesco Semily;4413.0594000000001000;3433;25
Urbinská 236, Èeskı Krumlov;Èeskı Krumlov;14.330095800000000;48.824117299999997;Kaufland Èeská republika, v.o.s.;OD Kaufland Èeskı Krumlov;25780.0446000000050000;22186;63
Lábkova 1066/40, Plzeò;Plzeò;13.323808000000000;49.745550599999987;Penny Market, s.r.o.;;6684.9013999999997000;7560;16
tø. 1. máje 3345/4, Bøeclav;Bøeclav;16.876546800000000;48.757521300000001;Penny Market, s.r.o.;;303.7896999999999800;85;3
Dukelská, Šenov u Nového Jièína;Šenov u Nového Jièína;17.997957299999999;49.610923900000003;Tesco Stores ÈR, a.s.;Hypermarket Tesco Novı Jièín;6122.4449000000004000;4828;10
U dálnice 744, Brno - Modøice;Brno;16.630558900000000;49.136096999999999;AHOLD Czech Republic, a. s.;;3933.6559999999995000;9914;10
